排序,一级分类,二级分类,评估项目,操作描述,所需材料,适用年龄,是否必答,评分_a_分值,评分_a_标签,评分_a_说明,评分_b_分值,评分_b_标签,评分_b_说明,评分_c_分值,评分_c_标签,评分_c_说明,评分_d_分值,评分_d_标签,评分_d_说明,评分_e_分值,评分_e_标签,评分_e_说明
17,里程碑评估-1（0-18个月）,命名,命名（2M）,在没有仿说或示范辅助下，能够对任何4个物品命名,,0-18月,是,0,错误,,0.5,个,,1,4个,,,,,,,
18,里程碑评估-1（0-18个月）,命名,命名（3M）,命名 6 种非强化物（T）,,0-18月,是,0,错误,,0.5,5个,,1,6个,,,,,,,
19,里程碑评估-1（0-18个月）,命名,命名（4M）,自发地命名 2 样不同的物件（TO：60 分钟）,,0-18月,是,0,错误,,0.5,1个,,1,2个,,,,,,,
20,里程碑评估-1（0-18个月）,命名,命名（5M）,能命名 10 个物件,,0-18月,是,0,错误,,0.5,8个,,1,10个,,,,,,,
21,里程碑评估-2（18-30个月）,命名,命名（6M）,当被问到“这是什么？”时，能够命名 25 个物品,,18-30月,是,0,错误,,0.5,20个,,1,25个,,,,,,,
22,里程碑评估-2（18-30个月）,命名,命名（7M）,能对50种物种的各三个不同的例子进行泛化命名,,18-30月,是,0,错误,,0.5,25*3个,,1,50*3个,,,,,,,
23,里程碑评估-2（18-30个月）,命名,命名（8M）,当别人问“我在干什么”时，能命名10个动作,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
24,里程碑评估-2（18-30个月）,命名,命名（9M）,能够命名 50 个动名词或名动词组合。,,18-30月,是,0,错误,,0.5,25个,,1,50个,,,,,,,
25,里程碑评估-2（18-30个月）,命名,命名（10M）,能够命名总数为 200 的名词和/或动词，或其他语言成分,,18-30月,是,0,错误,,0.5,150个,,1,200个,,,,,,,
26,里程碑评估-3（30-48个月）,命名,命名（11M）,对随机的五个物品，孩子能够就它们的颜色，形状和功能进行15个命名。,,30-48月,是,0,错误,,0.5,10个,,1,15个,,,,,,,
27,里程碑评估-3（30-48个月）,命名,命名（12M）,能够命名 4 个不同的介词和 4 个代词,,30-48月,是,0,错误,,0.5,4个,,1,8个,,,,,,,
28,里程碑评估-3（30-48个月）,命名,命名（13M）,能够命名 4 个不同的形容词和副词,,30-48月,是,0,错误,,0.5,4个,,1,8个,,,,,,,
29,里程碑评估-3（30-48个月）,命名,命名（14M）,能够命名含有 4 个以上字的完整句子，共达 20 次,,30-48月,是,0,错误,,0.5,3个及以上，20次,,1, 4个及以上，20次,,,,,,,
30,里程碑评估-3（30-48个月）,命名,命名（15M）,能命名1000个词汇（T）,,30-48月,是,0,错误,,0.5,750个,,1,1000个,,,,,,,
31,里程碑评估-1（0-18个月）,听者反应,听者反应（1M）,能有 5 次注意讲者的声音，并将目光转向讲者,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
32,里程碑评估-1（0-18个月）,听者反应,听者反应（2M）,在听到自己的名字后，能作出反应并达 5 次，,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
33,里程碑评估-1（0-18个月）,听者反应,听者反应（3M）,当家庭成员、宠物或其它强化物以 2 个一组的组合呈现时，孩子能正确地看向、触摸，或指向 5 个不同的强化物,,0-18月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
34,里程碑评估-1（0-18个月）,听者反应,听者反应（4M）,在没有视觉辅助下，能依据指令完成 4 个不同的粗大动作,,0-18月,是,0,错误,,0.5,2个*2次,,1,4个*2次,,,,,,,
35,里程碑评估-1（0-18个月）,听者反应,听者反应（5M）,能在 4 个一组的组合中，正确的选择 20 个不同的物件或图片,,0-18月,是,0,错误,,0.5,15个,,1,20个,,,,,,,
36,里程碑评估-2（18-30个月）,听者反应,听者反应（6M）,能够从每次展示的 6 个物品中（凌乱的排列）选择正确的物品，共能选择 40 个不同的物品或者图片,,18-30月,是,0,错误,,0.5,25个,,1,40个,,,,,,,
37,里程碑评估-2（18-30个月）,听者反应,听者反应（7M）,能从8件物品的组合中泛化50种物品的3种不同的形式,,18-30月,是,0,错误,,0.5,30个*3,,1,50个*3,,,,,,,
38,里程碑评估-2（18-30个月）,听者反应,听者反应（8M）,能在指令下做出 10 个特定的动做,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
39,里程碑评估-2（18-30个月）,听者反应,听者反应（9M）,能够遵循 50 个由名词加动词和/或动词加名词组成的双重成分的指令,,18-30月,是,0,错误,,0.5,30个,,1,50个,,,,,,,
40,里程碑评估-2（18-30个月）,听者反应,听者反应（10M）,能从书中图片场景，自然环境中选择共250个物品或图片,,18-30月,是,0,错误,,0.5,150个,,1,250个,,,,,,,
41,里程碑评估-3（30-48个月）,听者反应,听者反应（11M）,能够从一组 6 个相似的刺激物中根据颜色和形状来选择 4 种颜色和 4 种形状,,30-48月,是,0,错误,,0.5,4个,,1,8个,,,,,,,
42,里程碑评估-3（30-48个月）,听者反应,听者反应（12M）,能够听从包括 6 个不同介词的两个指令（如：站在椅子的后面）和 4 个不同的代词（如：摸摸我的耳朵）,,30-48月,是,0,错误,,0.5,12个,,1,20个,,,,,,,
43,里程碑评估-3（30-48个月）,听者反应,听者反应（13M）,"能够在一组相似刺激物中根据 4 对相对性形容词而选择物品，并且能够根据 4 对相对副词而做出动作
",,30-48月,是,0,错误,,0.5,4,,1,8,,,,,,,
44,里程碑评估-3（30-48个月）,听者反应,听者反应（14M）,能够执行 10 个不同的包含三个步骤的指令（如：拿你的外套，把它挂好，然后坐下）,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
45,里程碑评估-3（30-48个月）,听者反应,听者反应（15M）,能够理解 1200 个词汇,,30-48月,是,0,错误,,0.5,800个,,1,1200个,,,,,,,
46,里程碑评估-1（0-18个月）,视觉配对,视觉配对（1M）,视觉上能 5 次追踪移动的刺激物达 2 秒（TO：30 分钟）,,0-18月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
47,里程碑评估-1（0-18个月）,视觉配对,视觉配对（2M）,用拇指和食指抓起小物件,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
48,里程碑评估-1（0-18个月）,视觉配对,视觉配对（3M）,视觉上注意一个玩具或书本达 30 秒,,0-18月,是,0,错误,,0.5,15秒,,1,30秒,,,,,,,
49,里程碑评估-1（0-18个月）,视觉配对,视觉配对（4M）,完成以下 2 项或其他类似活动，放置 3 个物品在容器中，堆叠 3 块积木或将 3 个环圈挂在桩子上,,0-18月,是,0,错误,,0.5,1个活动*2个,,1,2个活动*3个,,,,,,,
50,里程碑评估-1（0-18个月）,视觉配对,视觉配对（5M）,在三个一组的组合中，配对任何 10 个相同的物品（如：嵌入式拼图、玩具、物件或图片）,,0-18月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
51,里程碑评估-2（18-30个月）,视觉配对,视觉配对（6M）,在一个 6 件物品的组合中，能配对完全一样的实物或图片，共达 25 件物品,,18-30月,是,0,错误,,0.5,4个一组，共15个,,1,6个一组，25个,,,,,,,
52,里程碑评估-2（18-30个月）,视觉配对,视觉配对（7M）,能按照所给的范例对相同的颜色和形状进行分类，共达 10 种不同的颜色和形状之分类（如：在得到红色、蓝色和绿色的碗以及一堆红色、蓝色和绿色的小珠时，孩子能够按照颜色对物品进行分类）,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
53,里程碑评估-2（18-30个月）,视觉配对,视觉配对（8M）,在一个数量为 8 的组合中而其中有三样东西相互相似，孩子能够将相同的东西或图片进行配对并且共能进行 25 个这样的配对（,,18-30月,是,0,错误,,0.5,10个,,1,25个,,,,,,,
54,里程碑评估-2（18-30个月）,视觉配对,视觉配对（9M）,在10件物品的组合中，其中包含三个相似的刺激物，能对25件同类不同样的物品进行配对,,18-30月,是,0,错误,,0.5,10个,,1,25个,,,,,,,
55,里程碑评估-2（18-30个月）,视觉配对,视觉配对（10M）,在10件物品的组合中，其中包含三个类似的刺激物，能对25个相似的物品或图片进行3d与2d的配对,,18-30月,是,0,错误,,0.5,10个,,1,25个,,,,,,,
56,里程碑评估-3（30-48个月）,视觉配对,视觉配对（11M）,能够自发地参照他人的美工活动而完成自己美工活动的任何部分达 2 次（如：一个同伴将气球涂成红颜色，孩子能够模仿同伴而将自己的气球也涂成红色）,,30-48月,是,0,错误,,0.5,1个,,1,2个,,,,,,,
57,里程碑评估-3（30-48个月）,视觉配对,视觉配对（12M）,能在包含 3 个相同刺激物的 10 件物品之随意组合中，泛化对不完全相同物品的配对达 25 次（即在第一个回合中就能配对新的目标）,,30-48月,是,0,错误,,0.5,15个,,1,25个,,,,,,,
58,里程碑评估-3（30-48个月）,视觉配对,视觉配对（13M）,能用至少 8 个不同的部件，完成 20 个不同的积木造型，木质嵌塞，形状拼图或类似的任务,,30-48月,是,0,错误,,0.5,四件20个,,1,八件20个,,,,,,,
59,里程碑评估-3（30-48个月）,视觉配对,视觉配对（14M）,能够在没有示范的情况下对 5 个不同类别中的 5 件物品进行归类（如：动物、衣服、家具）,,30-48月,是,0,错误,,0.5,3类3件,,1,5类5件,,,,,,,
60,里程碑评估-3（30-48个月）,视觉配对,视觉配对（15M）,能够完成 20 个包含有 3 个步骤的形状、顺序、或顺序排列的任务（例如五角星、三角形、心形、五角星，三角形……）,,30-48月,是,0,错误,,0.5,20个两2步骤,,1,20个3步骤,,,,,,,
61,里程碑评估-1（0-18个月）,游戏,游戏（1M）,触摸和探究物体达 1 分钟（如：看着一个玩具，将其翻转、按下按钮）（TO：30 分钟）,,0-18月,是,0,错误,,0.5,30秒,,1,1分钟,,,,,,,
62,里程碑评估-1（0-18个月）,游戏,游戏（2M）,独立的与五个不同的物件互动共达五分钟或以上，从而显示游戏中的变化,,0-18月,是,0,错误,,0.5,3个,,1,5个,,,,,,,
63,里程碑评估-1（0-18个月）,游戏,游戏（3M）,能在一个新环境中进行探索活动和操作玩具达 2 分钟（如：在一个新的游戏室）从而表现出泛化（TO：30 分钟）,,0-18月,是,0,错误,,0.5,1分钟,,1,2分钟,,,,,,,
64,里程碑评估-1（0-18个月）,游戏,游戏（4M）,独立进行运动性游戏 2 分钟（如：荡秋千、跳舞、摇晃、跳、攀爬）（TO：30 分钟）,,0-18月,是,0,错误,,0.5,1分钟,,1,2分钟,,,,,,,
65,里程碑评估-1（0-18个月）,游戏,游戏（5M）,能独立玩因果关系的游戏达 2 分钟（如：往容器中倒东西、玩弹出玩具，牵拉玩具等）（TO：30 分钟）,,0-18月,是,0,错误,,0.5,1分钟,,1,2分钟,,,,,,,
66,里程碑评估-2（18-30个月）,游戏,游戏（6M）,能寻找 5 个或 5 套玩具中的遗失部分。,,18-30月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
67,里程碑评估-2（18-30个月）,游戏,游戏（7M）,能独立地表现出按照其功能而使用 5 件玩具或物品（如：把一辆火车放在轨道上、用手拉小车、将电话放在耳朵旁）,,18-30月,是,0,错误,,0.5,2件,,1,5件,,,,,,,
68,里程碑评估-2（18-30个月）,游戏,游戏（8M）,能够使用日常物品而进行游戏并创造两种不同的玩法,,18-30月,是,0,错误,,0.5,1种,,1,2种,,,,,,,
69,里程碑评估-2（18-30个月）,游戏,游戏（9M）,能独立的在操场上的游戏设备上玩五分钟（TO:30分钟）,,18-30月,是,0,错误,,0.5,2分钟,,1,5分钟,,,,,,,
70,里程碑评估-2（18-30个月）,游戏,游戏（10M）,组装 5 种不同的具有多样部件的玩具（如：土豆头先生、小人组合、玩具臭虫、组装玩具）,,18-30月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
71,里程碑评估-2（18-30个月）,游戏,游戏（11M）,能自发地就 5 种情况进行假装的或想象的游戏,,18-30月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
72,里程碑评估-2（18-30个月）,游戏,游戏（12M）,在 2 种活动中，能重复大动作的游戏行为从而获得更好的结果（如：将一个球扔进球篮里、用棒球棍击球、用跺脚来发射玩具火箭、荡秋千）,,18-30月,是,0,错误,,0.5,1个,,1,2个,,,,,,,
73,里程碑评估-2（18-30个月）,游戏,游戏（13M）,能独立进行美术活动或手工活动达 5 分钟,,18-30月,是,0,错误,,0.5,2分钟,,1,5分钟,,,,,,,
74,里程碑评估-2（18-30个月）,游戏,游戏（14M）,能够无需大人帮助或强化而独立进行连续性游戏活动达 10 分钟（如：玩神奇画板、玩穿衣打扮）,,18-30月,是,0,错误,,0.5,5分钟,,1,10分钟,,,,,,,
75,里程碑评估-2（18-30个月）,游戏,游戏（15M）,能够独立完成写字或画画的任务5分钟,,18-30月,是,0,错误,,0.5,2分钟,,1,5分钟,,,,,,,
76,里程碑评估-1（0-18个月）,社交,社交（1M）,能够至少五次用目光接触来表示一种要求（TO：30分钟）,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
77,里程碑评估-1（0-18个月）,社交,社交（2M）,2 次表达他要别人抱她或想玩身体接触之类的游戏（如：爬到妈妈的腿上）（TO：60 分钟）,,0-18月,是,0,错误,,0.5,1次,,1,2次,,,,,,,
78,里程碑评估-1（0-18个月）,社交,社交（3M）,自发地看其他孩子达 5 次（TO：30 分钟）,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
79,里程碑评估-1（0-18个月）,社交,社交（4M）,自发地在其他孩子的周围进行平行游戏 2 分钟（如：靠近其他孩子坐在沙箱旁）（TO：30 分钟）,,0-18月,是,0,错误,,0.5,1分钟,,1,2分钟,,,,,,,
80,里程碑评估-1（0-18个月）,社交,社交（5M）,自发地跟随同伴或模仿他们的大动作 2 次（如：跟随同伴到游戏室去）（TO：30 分钟）,,0-18月,是,0,错误,,0.5,1次,,1,2次,,,,,,,
81,里程碑评估-2（18-30个月）,社交,社交（6M）,发起与同伴形体互动达 2 次（TO:30 分钟）,,18-30月,是,0,错误,,0.5,1次,,1,2次,,,,,,,
82,里程碑评估-2（18-30个月）,社交,社交（7M）,自发地向同伴提要求达 5 次（如该我了、推我呀、看哪，过来）太黑了,,18-30月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
83,里程碑评估-2（18-30个月）,社交,社交（8M）,在没有大人的辅助和强化下，能持续地与同伴进行社会游戏达 3 分钟（如：一起合作摆好游戏玩具，或者玩水）（TO：30 分钟）,,18-30月,是,0,错误,,0.5,2分钟,,1,3分钟,,,,,,,
84,里程碑评估-2（18-30个月）,社交,社交（9M）,自发地回应来自同伴的要求（如：把我拉进小车，我要那个火车）达５次（Ｅ）,,18-30月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
85,里程碑评估-2（18-30个月）,社交,社交（10M）,能够自发地要求同伴一起参与到各种活动和社会互动中去达２次（如：大家来玩吧，让我们挖个小洞）（TO：60 分钟）,,18-30月,是,0,错误,,0.5,1次,,1,2次,,,,,,,
86,里程碑评估-3（30-48个月）,社交,社交（11M）,自发地与一个同伴合作从而达到一个具体的目标 5 次（如：一个孩子拿着一个小桶而另一个孩子往里面倒水）,,30-48月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
87,里程碑评估-3（30-48个月）,社交,社交（12M）,自发地使用疑问句向同伴提要求达 5 次（如：你到哪里去？那是什么？你现在扮演谁呢？）（TO：60 分钟）,,30-48月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
88,里程碑评估-3（30-48个月）,社交,社交（13M）,能回答同伴的五个不同的问题或陈述,,30-48月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
89,里程碑评估-3（30-48个月）,社交,社交（14M）,在不需要大人辅助的情况下能够与同伴进行想象性的社会游戏活动达 5 分钟（如：打扮穿衣、模仿电视人物而动作、玩家家）,,30-48月,是,0,错误,,0.5,2分钟,,1,5分钟,,,,,,,
90,里程碑评估-3（30-48个月）,社交,社交（15M）,就5个主题，能与同伴进行各4个回合的语言交流,,30-48月,是,0,错误,,0.5,5个主题，各2个回合,,1,5个主题，各4个回合,,,,,,,
91,里程碑评估-1（0-18个月）,模仿,模仿（1M）,在“这样做”的辅助下模仿 2 个粗大动作,,0-18月,是,0,错误,,0.5,1个,,1,2个,,,,,,,
92,里程碑评估-1（0-18个月）,模仿,模仿（2M）,在“这样做”的辅助下模仿 4 个粗大动作,,0-18月,是,0,错误,,0.5,3个,,1,4个,,,,,,,
93,里程碑评估-1（0-18个月）,模仿,模仿（3M）,模仿 8 个粗大动作，其中 2 个涉及物体（如：摇晃沙球、敲击木棒）,,0-18月,是,0,错误,,0.5,6个,,1,8个,,,,,,,
94,里程碑评估-1（0-18个月）,模仿,模仿（4M）,在 5 种情况下，自发地模仿他人的动作行为,,0-18月,是,0,错误,,0.5,2个,,1,10个,,,,,,,
95,里程碑评估-1（0-18个月）,模仿,模仿（5M）,模仿 20 个任何类型的动作（如：精细动作、粗大动作、物体模仿）,,0-18月,是,0,错误,,0.5,15个,,1,20个,,,,,,,
96,里程碑评估-2（18-30个月）,模仿,模仿（6M）,能够模仿 10 个动作，而每个动作都要求从一个组合中选择一个特殊的物件（如：从一个包含有喇叭与铃铛的组合中选择一个鼓锤并模仿大人敲鼓）,,18-30月,是,0,错误,,0.5,3个物件的组合，5个,,1,3个物件的组合，10个,,,,,,,
97,里程碑评估-2（18-30个月）,模仿,模仿（7M）,能模仿20个不同的精细动作（T）,,18-30月,是,0,错误,,0.5,10个,,1,20个,,,,,,,
98,里程碑评估-2（18-30个月）,模仿,模仿（8M）,能模仿10个不同的三步动（T）,,18-30月,是,0,错误,,0.5,5个两步动作,,1,10个三步动作,,,,,,,
99,里程碑评估-2（18-30个月）,模仿,模仿（9M）,能够在自然环境中自发地模仿 5 个功能性的技能（如：用调羹吃东西、穿衣服、脱鞋）,,18-30月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
100,里程碑评估-2（18-30个月）,模仿,模仿（10M）,在大人使用或不使用食物释放任何新的动作后，能模仿这个动作（T）,,18-30月,是,0,错误,,0.5,,,1,能够准确或近似的模仿,,,,,,,
101,里程碑评估-1（0-18个月）,仿说,仿说（1M）,在 EESA 分测试中至少得 2 分,,0-18月,是,0,错误,,0.5,1分,,1,2分,,,,,,,
102,里程碑评估-1（0-18个月）,仿说,仿说（2M）,在 EESA 分测试中至少得 5 分,,0-18月,是,0,错误,,0.5,3分,,1,5分,,,,,,,
103,里程碑评估-1（0-18个月）,仿说,仿说（3M）,在 EESA 分测试中至少得 10 分,,0-18月,是,0,错误,,0.5,7分,,1,10分,,,,,,,
104,里程碑评估-1（0-18个月）,仿说,仿说（4M）,在 EESA 分测试中至少得 15 分,,0-18月,是,0,错误,,0.5,12分,,1,15分,,,,,,,
105,里程碑评估-1（0-18个月）,仿说,仿说（5M）,在 EESA 分测试中至少得 25 分（从第 1 组中至少得 10 分）,,0-18月,是,0,错误,,0.5,20分,,1,25分,,,,,,,
106,里程碑评估-2（18-30个月）,仿说,仿说（6M）,在 EESA 分测试中至少得 50 分（从第 2 组中至少得 20 分）,,18-30月,是,0,错误,,0.5,40分（第二组别中至少20分）,,1,50分（第二组别中至少20分）,,,,,,,
107,里程碑评估-2（18-30个月）,仿说,仿说（7M）,在 EESA 分测试中至少得 60 分,,18-30月,是,0,错误,,0.5,55分,,1,60分,,,,,,,
108,里程碑评估-2（18-30个月）,仿说,仿说（8M）,在 EESA 分测试中至少得 70 分,,18-30月,是,0,错误,,0.5,65分,,1,70分,,,,,,,
109,里程碑评估-2（18-30个月）,仿说,仿说（9M）,在 EESA 分测试中至少得 80 分,,18-30月,是,0,错误,,0.5,75分,,1,80分,,,,,,,
110,里程碑评估-2（18-30个月）,仿说,仿说（10M）,在 EESA 分测试中至少得 90 分（从第 4 和 5 组中至少得 20 分）,,18-30月,是,0,错误,,0.5,90分（在第四组别和第五组别中，至少得10分）,,1,85分（在第四组别和第五组别中，至少得10分）,,,,,,,
111,里程碑评估-1（0-18个月）,发音,发音（1M）,平均每个小时 5 次自发性地发出声音（TO:60min）,,0-18月,是,0,错误,,0.5,2次,,1,5次,,,,,,,
112,里程碑评估-1（0-18个月）,发音,发音（2M）,自发性地发出 5 种不同的声音，平均每个小时共达 10 个声音（TO:60min）,,0-18月,是,0,错误,,0.5,3个不同的音10次,,1,5个不同的音10次,,,,,,,
113,里程碑评估-1（0-18个月）,发音,发音（3M）,自发性地用多变化的语调发出 10 种不同的声音，平均每个小时共达 25 个声音（TO:60min）,,0-18月,是,0,错误,,0.5,5种不同的声音共25次,,1,10种不同的声音共25次,,,,,,,
114,里程碑评估-1（0-18个月）,发音,发音（4M）,自发性地发出 5 个不同的近似的完整词语（TO:60min）,,0-18月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
115,里程碑评估-1（0-18个月）,发音,发音（5M）,自发性地以适当的语调和节奏发出 15 个完整的单词或短语（TO:60min）,,0-18月,是,0,错误,,0.5,8个,,1,15个,,,,,,,
116,里程碑评估-2（18-30个月）,LRFFC,LRFFC（6M）,在没有辅助的情况下，能根据对象所发出的不同声音，能够从一组 3 张图片中正确选择 5 种动物或物品（如：喵喵地叫……、嘟嘟地叫……）,,18-30月,是,0,错误,,0.5,2种,,1,5种,,,,,,,
117,里程碑评估-2（18-30个月）,LRFFC,LRFFC（7M）,在5个物件或图片的组合中，根据你吃和你喝的语言填空指令下，选择5种不同的食物或饮料,,18-30月,是,0,错误,,0.5,2种,,1,5种,,,,,,,
118,里程碑评估-2（18-30个月）,LRFFC,LRFFC（8M）,从8个物品的组合中，根据关于功能特性类别的指令下选择正确的物品，完成25个填空,,18-30月,是,0,错误,,0.5,12个,,1,25个,,,,,,,
119,里程碑评估-2（18-30个月）,LRFFC,LRFFC（9M）,从10个物品的组合中，根据功能特性，类别在什么，哪个或谁的问题下，正确的选择25件物品,,18-30月,是,0,错误,,0.5,12个,,1,25个,,,,,,,
120,里程碑评估-2（18-30个月）,LRFFC,LRFFC（10M）,能够在 50%的与功能特性类别之听者反应有关的训练回合中自发地命名目标之物（如：在听到语言指令“找一个动物”并看到一个包含狗的图画的组合时，孩子能说狗）,,18-30月,是,0,错误,,0.5,25％,,1,50％,,,,,,,
121,里程碑评估-3（30-48个月）,LRFFC,LRFFC（11M）,能够从一个含有 3 个相似刺激的 10 件物品中选择正确的目标，共完成 25 个不同的特殊疑问句和 LRFFC 任务,,30-48月,是,0,错误,,0.5,15个,,1,25个,,,,,,,
122,里程碑评估-3（30-48个月）,LRFFC,LRFFC（12M）,根据两个语言成分，选择25个与功能特性类别有关的任务,,30-48月,是,0,错误,,0.5,15个,,1,25个,,,,,,,
123,里程碑评估-3（30-48个月）,LRFFC,LRFFC（13M）,能根据三个语言成分，从书上或者自然环境中选择25个与功能特性类别有关的任务,,30-48月,是,0,错误,,0.5,15个,,1,25个,,,,,,,
124,里程碑评估-3（30-48个月）,LRFFC,LRFFC（14M）,能就25个主题，根据每个主题的4个功能特性类别的问题，从书中或自然环境中选择正确的目标物品,,30-48月,是,0,错误,,0.5,25*4,,1,15*4,,,,,,,
125,里程碑评估-3（30-48个月）,LRFFC,LRFFC（15M）,孩子能表现出 1000 个不同的关于功能特性类别的反应,,30-48月,是,0,错误,,0.5,750个,,1,1000个,,,,,,,
126,里程碑评估-2（18-30个月）,对话,对话（6M）,完成 10 个任何形式的不同填空短语（如：歌词填空、社会游戏机娱乐填空、动物或物品的声音）,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
127,里程碑评估-2（18-30个月）,对话,对话（7M）,当别人问“你叫什么名字？”时，孩子能够说出自己的名字,,18-30月,是,0,错误,,0.5,,,1,能说出名字,,,,,,,
128,里程碑评估-2（18-30个月）,对话,对话（8M）,完成 25 个不同的填空短语（不包括歌曲）（如：你吃……，你睡在……，鞋和……）,,18-30月,是,0,错误,,0.5,12个,,1,25个,,,,,,,
129,里程碑评估-2（18-30个月）,对话,对话（9M）,回答 25 个不同的关于什么的问题（如：你喜欢吃什么？）,,18-30月,是,0,错误,,0.5,12个,,1,25个,,,,,,,
130,里程碑评估-2（18-30个月）,对话,对话（10M）,回答 25 个不同的关于谁或哪里的问题（如：谁是你的朋友？你的枕头在哪里？）,,18-30月,是,0,错误,,0.5,12个,,1,25个,,,,,,,
131,里程碑评估-3（30-48个月）,对话,对话（11M）,自发地发出 20 个对话性的评论（这也可以是提要求的一部分）（如：爸爸说“我去开车了”，孩子自发地说“我要坐车出去”）,,30-48月,是,0,错误,,0.5,10个,,1,20个,,,,,,,
132,里程碑评估-3（30-48个月）,对话,对话（12M）,能表现出 300 个不同的对话性反应,,30-48月,是,0,错误,,0.5,200个,,1,300个,,,,,,,
