"排序","一级分类","二级分类","评估项目","操作描述","所需材料","适用年龄","是否必答","评分_a_分值","评分_a_标签","评分_a_说明","评分_b_分值","评分_b_标签","评分_b_说明","评分_c_分值","评分_c_标签","评分_c_说明","评分_d_分值","评分_d_标签","评分_d_说明","评分_e_分值","评分_e_标签","评分_e_说明"
"33","里程碑评估-1（0-18个月）","听者反应","听者反应（3M）","当家庭成员、偏好物或其它强化物以 2 个一组的组合呈现时，（如：艾莫在哪？妈妈在哪里？）孩子能正确地看向、触摸，或指向 5 个不同的强化物","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"34","里程碑评估-1（0-18个月）","听者反应","听者反应（4M）","在没有视觉辅助下，能依据指令完成 4 个不同的粗大动作（如：你可以跳吗？拍手给我看）","","0-18月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"35","里程碑评估-1（0-18个月）","听者反应","听者反应（5M）","能在 4 个一组的组合中，正确的选择 20 个不同的物件或图片（如：把猫给我，摸鞋子）","","0-18月","是","0","错误","","0.5","10个","","1","20个","","","","","","",""
"36","里程碑评估-2（18-30个月）","听者反应","听者反应（6M）","能够从每次展示的 6 个物品中选择正确的物品，共能选择 40 个不同的物品或者图片（如：找出猫或者摸摸球）","","18-30月","是","0","错误","","0.5","20个","","1","40个","","","","","","",""
"37","里程碑评估-2（18-30个月）","听者反应","听者反应（7M）","能够在每次展示 8 件物品的组合中泛化区辨性的听者反应能力，共达 50 种物品并且每件物品都有三种不同的形式（如：孩子能找到三种不同形式的火车）","","18-30月","是","0","错误","","0.5","25个","","1","50个","","","","","","",""
"38","里程碑评估-2（18-30个月）","听者反应","听者反应（8M）","能在指令下做出 10 个特定的粗大动作（让我看看你拍手。你能跳一下吗？）","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"39","里程碑评估-2（18-30个月）","听者反应","听者反应（9M）","能够遵循 50 个由名词加动词和/或动词加名词组成的双重成分的指令（如：表演宝宝睡觉，推秋千）","","18-30月","是","0","错误","","0.5","25个","","1","50个","","","","","","",""
"40","里程碑评估-2（18-30个月）","听者反应","听者反应（10M）","能够根据所提供的名称而从书中、图片、场景，和自然环境中选择正确的物品共达 250 件（通过测试或已知单词的积累清单表明）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"41","里程碑评估-3（30-48个月）","听者反应","听者反应（11M）","能够从一组 6 个相似的刺激物中根据颜色和形状来选择 4 种颜色和 4 种形状（如：找一找红色的车、找一找房的饼干）","","30-48月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"42","里程碑评估-3（30-48个月）","听者反应","听者反应（12M）","能够听从包括 6 个不同介词的两个指令（如：站在椅子的后面）和 4 个不同的代词（如：摸摸我的耳朵）","","30-48月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"43","里程碑评估-3（30-48个月）","听者反应","听者反应（13M）","能够在一组相似刺激物中根据 4 对相对性形容词（如：大的和小的，长的和短的）而选择物品，并且能够根据 4 对相对副词（如：安静的和大声的，很快的很慢的）而做出动作","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"44","里程碑评估-3（30-48个月）","听者反应","听者反应（14M）","能够执行 10 个不同的包含三个步骤的指令）（如：拿你的外套，把它挂好，然后坐下）","","30-48月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"45","里程碑评估-3（30-48个月）","听者反应","听者反应（15M）","通过测试或者从积累起来的已知词汇量表明，孩子能够理解 1200 个词汇（名词，动词和形容词）","","30-48月","是","0","错误","","0.5","600个","","1","1200个","","","","","","",""
"46","里程碑评估-1（0-18个月）","视觉配对","视觉配对（1M）","视觉上能 5 次追踪移动的刺激物达 2 秒（TO：30 分钟）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"47","里程碑评估-1（0-18个月）","视觉配对","视觉配对（2M）","用拇指，食指和中指抓起小物件（钳形抓握）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"48","里程碑评估-1（0-18个月）","视觉配对","视觉配对（3M）","视觉上注意一个玩具或书本达 30 秒（不是一种自我刺激）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"49","里程碑评估-1（0-18个月）","视觉配对","视觉配对（4M）","完成以下 2 项或其他类似活动，放置 3 个物品在容器中，堆叠 3 块积木或将 3 个环圈挂在桩子上","","0-18月","是","0","错误","","0.5","1个","","1","3个","","","","","","",""
"50","里程碑评估-1（0-18个月）","视觉配对","视觉配对（5M）","配对任何 10 个相同的物品（如：嵌入式拼图、玩具、物件或图片）","","0-18月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"51","里程碑评估-2（18-30个月）","视觉配对","视觉配对（6M）","在一个 6 件物品的组合中，能配对完全一样的实物或图片，共达 25 件物品","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"52","里程碑评估-2（18-30个月）","视觉配对","视觉配对（7M）","能按照所给的范例对相同的颜色和形状进行分类，共达 10 种不同的颜色和形状之分类（如：在得到红色、蓝色和绿色的碗以及一堆红色、蓝色和绿色的小珠时，孩子能够按照颜色对物品进行分类）","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"53","里程碑评估-2（18-30个月）","视觉配对","视觉配对（8M）","在一个数量为 8 的组合中而其中有三样东西相互相似，孩子能够将相同的东西或图片进行配对并且共能进行 25 个这样的配对（如：将一只狗和在同时又包含着猫、猪和小马的组合中的一只狗进行配对）","","18-30月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"54","里程碑评估-2（18-30个月）","视觉配对","视觉配对（9M）","在数量为 10 的组合中对相似同类的实物或相似同类的图片进行配对并且配对总数为 25（如：将一辆福特卡车与一辆丰田卡车进行配对）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"55","里程碑评估-2（18-30个月）","视觉配对","视觉配对（10M）","在数量为 10 而其中又包括 3 个相似刺激的组合中，能够对相似同类的实物（3D）与图片（2D）或其相反的秩序进行配对，并且配对的总数为 25 个","","18-30月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"56","里程碑评估-3（30-48个月）","视觉配对","视觉配对（11M）","能够自发地参照他人的美工活动而完成自己美工活动的任何部分达 2 次（如：一个同伴将气球涂成红颜色，孩子能够模仿同伴而将自己的气球也涂成红色）","","30-48月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"57","里程碑评估-3（30-48个月）","视觉配对","视觉配对（12M）","能在包含 3 个相同刺激物的 10 件物品之随意组合中，泛化对不完全相同物品的配对达 25 次（即在第一个回合中就能配对新的目标）","","30-48月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"58","里程碑评估-3（30-48个月）","视觉配对","视觉配对（13M）","能用至少 8 个不同的部件，完成 20 个不同的积木造型，木质嵌塞，形状拼图或类似的任务","","30-48月","是","0","错误","","0.5","10个","","1","20个","","","","","","",""
"59","里程碑评估-3（30-48个月）","视觉配对","视觉配对（14M）","能够在没有示范的情况下对 5 个不同类别中的 5 件物品进行归类（如：动物、衣服、家具）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"60","里程碑评估-3（30-48个月）","视觉配对","视觉配对（15M）","能够完成 20 个包含有 3 个步骤的形状、顺序、或顺序排列的任务（例如五角星、三角形、心形、五角星，三角形……）","","30-48月","是","0","错误","","0.5","1个","","1","3个","","","","","","",""
"61","里程碑评估-1（0-18个月）","游戏","游戏（1M）","触摸和探究物体达 1 分钟（如：看着一个玩具，将其翻转、按下按钮）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"62","里程碑评估-1（0-18个月）","游戏","游戏（2M）","能独立地与 5 个不同的物件互动从而显示游戏中的变化（如：玩环圈、然后玩球、再玩积木）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"63","里程碑评估-1（0-18个月）","游戏","游戏（3M）","能在一个新环境中进行探索活动和操作玩具达 2 分钟（如：在一个新的游戏室）从而表现出泛化（TO：30 分钟）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"64","里程碑评估-1（0-18个月）","游戏","游戏（4M）","独立进行运动性游戏 2 分钟（如：荡秋千、跳舞、摇晃、跳、攀爬）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"65","里程碑评估-1（0-18个月）","游戏","游戏（5M）","能独立玩因果关系的游戏达 2 分钟（如：往容器中倒东西、玩弹出玩具，牵拉玩具等）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"66","里程碑评估-2（18-30个月）","游戏","游戏（6M）","能寻找 5 个或 5 套玩具中的遗失部分、对应的玩具或一套玩具中的某个成分（如：一块拼图板、一个投掷玩具中的球、一个玩具娃娃的奶瓶）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"67","里程碑评估-2（18-30个月）","游戏","游戏（7M）","能独立地表现出按照其功能而使用 5 件玩具或物品（如：把一辆火车放在轨道上、用手拉小车、将电话放在耳朵旁）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"68","里程碑评估-2（18-30个月）","游戏","游戏（8M）","能够使用日常物品而进行游戏并创造两种不同的玩法（如：把一个碗当做鼓或把一个盒子当做想象的汽车）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"69","里程碑评估-2（18-30个月）","游戏","游戏（9M）","能够使用活动建筑与操场上的游戏设备独立地游戏达 5 分钟（如：滑滑梯、荡秋千）（TO：30 分钟）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"70","里程碑评估-2（18-30个月）","游戏","游戏（10M）","组装 5 种不同的具有多样部件的玩具（如：土豆头先生、小人组合、玩具臭虫、组装玩具）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"71","里程碑评估-2（18-30个月）","游戏","游戏（11M）","能自发地就 5 种情况（如：穿衣打扮、假装与毛绒动物开晚会、假装烹饪等）进行假装的或想象的游戏","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"72","里程碑评估-2（18-30个月）","游戏","游戏（12M）","在 2 种活动中，能重复大动作的游戏行为从而获得更好的结果（如：将一个球扔进球篮里、用棒球棍击球、用跺脚来发射玩具火箭、荡秋千）","","18-30月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"73","里程碑评估-2（18-30个月）","游戏","游戏（13M）","能独立进行美术活动或手工活动（如：作图、涂色、画画、剪纸、粘贴）达 5 分钟","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"74","里程碑评估-2（18-30个月）","游戏","游戏（14M）","能够无需大人帮助或强化而独立进行连续性游戏活动达 10 分钟（如：玩神奇画板、玩穿衣打扮）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"75","里程碑评估-2（18-30个月）","游戏","游戏（15M）","能够独立地在学前儿童活动书本上画画或写字（如：点连线、配对游戏、迷宫、临摹字母和数字）达 5分钟","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"76","里程碑评估-1（0-18个月）","社交","社交（1M）","能至少 5 次地视觉追视他人的移动并对此表示兴趣（TO：30 分钟）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"77","里程碑评估-1（0-18个月）","社交","社交（2M）","2 次表达他要别人抱她或想玩身体接触之类的游戏（如：爬到妈妈的腿上）（TO：60 分钟）","","0-18月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"78","里程碑评估-1（0-18个月）","社交","社交（3M）","自发地看（扫视）其他孩子达 5 次（TO：30 分钟）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"79","里程碑评估-1（0-18个月）","社交","社交（4M）","自发地在其他孩子的周围进行平行游戏 2 分钟（如：靠近其他孩子坐在沙箱旁）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"80","里程碑评估-1（0-18个月）","社交","社交（5M）","自发地跟随同伴或模仿他们的大动作 2 次（如：跟随同伴到游戏室去）（TO：30 分钟）","","0-18月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"81","里程碑评估-2（18-30个月）","社交","社交（6M）","发起与同伴形体互动达 2 次（TO:30 分钟）","","18-30月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"82","里程碑评估-2（18-30个月）","社交","社交（7M）","自发地向同伴提要求达 5 次（如该我了、推我呀、看哪，过来）太黑了","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"83","里程碑评估-2（18-30个月）","社交","社交（8M）","在没有大人的辅助和强化下，能持续地与同伴进行社会游戏达 3 分钟（如：一起合作摆好游戏玩具，或者玩水）（TO：30 分钟）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"84","里程碑评估-2（18-30个月）","社交","社交（9M）","自发地回应来自同伴的要求（如：把我拉进小车，我要那个火车）达５次（Ｅ）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"85","里程碑评估-2（18-30个月）","社交","社交（10M）","能够自发地要求同伴一起参与到各种活动和社会互动中去达２次（如：大家来玩吧，让我们挖个小洞）（TO：60 分钟）","","18-30月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"86","里程碑评估-3（30-48个月）","社交","社交（11M）","自发地与一个同伴合作从而达到一个具体的目标 5 次（如：一个孩子拿着一个小桶而另一个孩子往里面倒水）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"87","里程碑评估-3（30-48个月）","社交","社交（12M）","自发地使用疑问句向同伴提要求达 5 次（如：你到哪里去？那是什么？你现在扮演谁呢？）（TO：60 分钟）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"88","里程碑评估-3（30-48个月）","社交","社交（13M）","用对话形式回答来自同伴的 5 个不同的问题或陈述（如：用语言来回答“你想玩什么？”）（TO：60 分钟）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"89","里程碑评估-3（30-48个月）","社交","社交（14M）","在不需要大人辅助的情况下能够与同伴进行想象性的社会游戏活动达 5 分钟（如：打扮穿衣、模仿电视人物而动作、玩家家）","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"90","里程碑评估-3（30-48个月）","社交","社交（15M）","就每个主题能够与同伴进行 4 个回合的语言交流且共达 5 个主题（如：孩子就如何在沙箱里挖小溪而来回地对话）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"91","里程碑评估-1（0-18个月）","模仿","模仿（1M）","在“这样做”（如：拍手，举起双臂）的辅助下模仿 2 个粗大动作","","0-18月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"92","里程碑评估-1（0-18个月）","模仿","模仿（2M）","在“这样做”的辅助下模仿 4 个粗大动作","","0-18月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"93","里程碑评估-1（0-18个月）","模仿","模仿（3M）","模仿 8 个粗大动作，其中 2 个涉及物体（如：摇晃沙球、敲击木棒）","","0-18月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"94","里程碑评估-1（0-18个月）","模仿","模仿（4M）","在 5 种情况下，自发地模仿他人的动作行为","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"95","里程碑评估-1（0-18个月）","模仿","模仿（5M）","模仿 20 个任何类型的动作（如：精细动作、粗大动作、物体模仿）","","0-18月","是","0","错误","","0.5","10个","","1","20个","","","","","","",""
"96","里程碑评估-2（18-30个月）","模仿","模仿（6M）","能够模仿 10 个动作，而每个动作都要求从一个组合中选择一个特殊的物件（如：从一个包含有喇叭与铃铛的组合中选择一个鼓锤并模仿大人敲鼓）","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"97","里程碑评估-2（18-30个月）","模仿","模仿（7M）","在“这样做”的辅助下模仿 20 个不同的精细动作（如：摆动手指、拧、握拳、做蝴蝶）","","18-30月","是","0","错误","","0.5","10个","","1","20个","","","","","","",""
"98","里程碑评估-2（18-30个月）","模仿","模仿（8M）","在“这样做”的辅助下，模仿 10 个不同的有三步顺序的动作（拍拍手、跳一下、摸脚趾；拿起娃娃，把它放进摇篮里，摇摇篮）","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"99","里程碑评估-2（18-30个月）","模仿","模仿（9M）","能够在自然环境中自发地模仿 5 个功能性的技能（如：用调羹吃东西、穿衣服、脱鞋）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"100","里程碑评估-2（18-30个月）","模仿","模仿（10M）","在大人使用或不使用实物示范任何新的动作后，能够模仿（或试图近似地模仿）这种动作（这也是所谓的“泛化的模仿能力”）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"101","里程碑评估-1（0-18个月）","仿说","仿说（1M）","在 EESA 分测试中至少得 2 分","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"102","里程碑评估-1（0-18个月）","仿说","仿说（2M）","在 EESA 分测试中至少得 5 分","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"103","里程碑评估-1（0-18个月）","仿说","仿说（3M）","在 EESA 分测试中至少得 10 分","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"104","里程碑评估-1（0-18个月）","仿说","仿说（4M）","在 EESA 分测试中至少得 15 分","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"105","里程碑评估-1（0-18个月）","仿说","仿说（5M）","在 EESA 分测试中至少得 25 分（从第 1 组中至少得 10 分）","","0-18月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"106","里程碑评估-2（18-30个月）","仿说","仿说（6M）","在 EESA 分测试中至少得 50 分（从第 2 组中至少得 20 分）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"107","里程碑评估-2（18-30个月）","仿说","仿说（7M）","在 EESA 分测试中至少得 60 分","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"108","里程碑评估-2（18-30个月）","仿说","仿说（8M）","在 EESA 分测试中至少得 70 分","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"109","里程碑评估-2（18-30个月）","仿说","仿说（9M）","在 EESA 分测试中至少得 80 分","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"110","里程碑评估-2（18-30个月）","仿说","仿说（10M）","在 EESA 分测试中至少得 90 分（从第 4 和 5 组中至少得 20 分）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"111","里程碑评估-1（0-18个月）","发音","发音（1M）","平均每个小时 5 次自发性地发出声音（TO:60min）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"112","里程碑评估-1（0-18个月）","发音","发音（2M）","自发性地发出 5 种不同的声音，平均每个小时共达 10 个声音（TO:60min）","","0-18月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"113","里程碑评估-1（0-18个月）","发音","发音（3M）","自发性地用多变化的语调发出 10 种不同的声音，平均每个小时共达 25 个声音（TO:60min）","","0-18月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"114","里程碑评估-1（0-18个月）","发音","发音（4M）","自发性地发出 5 个不同的近似的完整词语（TO:60min）","","0-18月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"115","里程碑评估-1（0-18个月）","发音","发音（5M）","自发性地以适当的语调和节奏发出 15 个完整的单词或短语（TO:60min）","","0-18月","是","0","错误","","0.5","7个","","1","15个","","","","","","",""
"116","里程碑评估-2（18-30个月）","LRFFC","LRFFC（6M）","根据对象所发出的不同声音，能够从一组 3 张图片中正确选择 5 种动物或物品（如：喵喵地叫……、嘟嘟地叫……）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
